1249;Зверино;3170;09122;30510;40
1250;Игнатица;3167;09122;32281;40
1251;Моравица;3145;0910;49031;40
1252;Лютиброд;3159;09108;44745;40
1253;Дърманци;3129;0910;24668;40
1254;Цаконица;3152;09125;78015;40
1255;Елисейна;3160;09128;27317;40
1256;Типченица;3164;09124;72432;40
1257;Ребърково;3158;0910;62390;40
1258;Върбешница;3147;0910;12704;40
1259;Руска Бела;3148;0910;63450;40
1260;Старо село;3142;09121;69050;40
1261;Долна Кремена;3153;0910;22126;40
1262;Горна Кремена;3154;0910;16256;40
1263;Ослен Криводол;3169;09100;54256;40
1264;Горна Бешовица;3155;09125;16122;40
1265;Мизия;3330;09161;48043;40
1266;Сараево;3333;09161;65396;40
1267;Липница;3352;09167;43774;40
1268;Войводово;3332;09161;11853;40
1269;Крушовица;3349;09164;40200;40
1270;Софрониево;3348;09165;68148;40
1271;Галово;3342;09173;14427;40
1272;Остров;3340;09175;54386;40
1273;Оряхово;3300;09171;54020;40
1274;Лесковец;3341;09176;43400;40
1275;Селановци;3301;09172;70723;40
1276;Долни Вадин;3344;09174;22321;40
1277;Горни Вадин;3343;09174;16451;40
1278;Роман;3130;09123;62997;40
1279;Караш;3136;09123;36436;40
1280;Кунино;3140;09120;40645;40
1281;Курново;3138;09129;40693;40
1282;Струпец;3132;09123;69972;40
1283;Хубавене;3135;09123;77493;40
1284;Радовене;3144;09123;61488;40
1285;Стояновци;3134;09123;69554;40
1286;Средни рът;3137;NULL;68432;40
1287;Камено поле;3150;09126;35910;40
1288;Синьо бърдо;3139;09129;66576;40
1289;Долна Бешовица;3143;09123;22023;40
1290;Марково равнище;3133;NULL;47322;40
1291;Ботево;3353;NULL;05846;40
1292;Бързина;3255;09169;07497;40
1293;Рогозен;3257;09169;62815;40
1294;Хайредин;3357;09166;77102;40
1295;Михайлово;3355;09162;48492;40
1296;Манастирище;3354;NULL;47010;40
1297;Купен;5463;067305;40659;40
1298;Дялък;5454;NULL;24815;40
1299;Шумата;5468;067390;83497;40
1300;Младен;5428;06738;48670;40
1301;Хирево;5451;06732;77253;40
1302;Душево;5455;067393;24178;40
1303;Боазът;5453;067391;04474;40
1304;Селище;5462;067305;70799;40
1305;Шопите;5459;067302;83435;40
1306;Столът;5452;067391;69451;40
1307;Сенник;5450;06732;66216;40
1308;Дрянът;5467;067305;23995;40
1309;Попска;5466;067305;57755;40
1310;Кастел;5472;067303;36600;40
1311;Табашка;5461;067302;72031;40
1312;Българи;5446;NULL;07301;40
1313;Градище;5435;067306;17542;40
1314;Валевци;5465;067305;13069;40
1315;Бериево;5438;067396;03914;40
1316;Корията;5457;NULL;38621;40
1317;Стоките;5462;067305;69417;40
1318;Идилево;5422;067301;32336;40
1319;Агатово;5431;067309;00103;40
1320;Рогулят;5447;NULL;62863;40
1321;Търхово;5424;067308;73763;40
1322;Млечево;5441;067307;48742;40
1323;Крушево;5427;06737;40141;40
1324;Богатово;5421;NULL;04555;40
1325;Енев рът;5469;067390;27485;40
1326;Кръвеник;5460;067302;40275;40
1327;Градница;5439;06736;17587;40
1328;Малиново;5443;NULL;46382;40
1329;Севлиево;5400;0675;65927;40
1330;Крамолин;5429;067304;39431;40
1331;Ловнидол;5423;067308;43966;40
1332;Войнишка;5458;NULL;11960;40
1333;Батошево;5470;067303;02885;40
1334;Угорелец;5465;067305;75037;40
1335;Дамяново;5437;067398;20119;40
1336;Тумбалово;5464;067305;73434;40
1337;Дебелцово;5436;NULL;20287;40
1338;Мариновци;5445;NULL;47233;40
1339;Кормянско;5433;06733;38652;40
1340;Дисманица;5444;NULL;21227;40
1341;Ряховците;5440;067397;63673;40
1342;Добромирка;5430;06738;21628;40
1343;Карамичевци;5471;067303;36347;40
1344;Баева ливада;5442;NULL;02186;40
1345;Малки Вършец;5432;067399;46509;40
1346;Горна Росица;5448;067395;16376;40
1347;Душевски колиби;5456;067390;24181;40
1348;Петко Славейков;5434;06734;56037;40
1349;Явор;5350;NULL;87117;40
1350;Побък;5365;NULL;56900;40
1351;Урвата;5365;NULL;75139;40
1352;Даевци;5365;NULL;20078;40
1353;Раевци;5363;06158;61649;40
1354;Коевци;5369;NULL;37575;40
1355;Руевци;5367;NULL;63210;40
1356;Трявна;5350;0677;73403;40
1357;Радино;5360;NULL;61409;40
1358;Белица;5363;067774;03513;40
1359;Свирци;5367;NULL;65735;40
1360;Горяни;5367;NULL;17316;40
1361;Сливово;5367;NULL;67427;40
1362;Дървари;5350;NULL;24606;40
1363;Гайдари;5367;NULL;14310;40
1364;Бърдени;5365;NULL;07421;40
1365;Радевци;5367;06778;61323;40
1366;Ралевци;5367;NULL;62120;40
1367;Веленци;5350;NULL;10344;40
1368;Милевци;5300;NULL;48177;40
1369;Маневци;5363;NULL;47072;40
1370;Фъревци;5369;NULL;76220;40
1371;Носеите;5360;NULL;52369;40
1372;Кашенци;5350;NULL;36720;40
1373;Мръзеци;5368;NULL;49271;40
1374;Велково;5369;NULL;10519;40
1375;Донкино;5360;NULL;22962;40
1376;Ошаните;5350;NULL;54523;40
1377;Иринеци;5367;NULL;32785;40
1378;Йововци;5360;NULL;34062;40
1379;Бижовци;5350;NULL;04025;40
1380;Неновци;5367;067391;51469;40
1381;Миховци;5369;NULL;48581;40
1382;Рачовци;5350;NULL;62267;40
1383;Енчовци;5360;NULL;27526;40
1384;Бахреци;5367;NULL;02943;40
1385;Престой;5359;NULL;58284;40
1386;Кръстец;5364;NULL;40364;40
1387;Фъртуни;5367;NULL;76234;40
1388;Стръмци;5369;NULL;70007;40
1389;Чакалите;5365;NULL;80114;40
1390;Азманите;5350;NULL;00117;40
1391;Стражата;5369;NULL;69609;40
1392;Бангейци;5358;NULL;02563;40
1393;Владовци;5365;NULL;11507;40
1394;Ножерите;5360;NULL;52355;40
1395;Зеленика;5350;NULL;30733;40
1396;Керените;5366;NULL;36765;40
1397;Могилите;5350;NULL;48800;40
1398;Димиевци;5363;NULL;21035;40
1399;Вълковци;5365;NULL;12485;40
1400;Павлевци;5369;NULL;55049;40
1401;Околиите;5350;NULL;53477;40
1402;Планинци;5367;NULL;56678;40
1403;Радоевци;5367;NULL;61546;40
1404;Рашовите;5350;NULL;62308;40
1405;Добревци;5365;067305;21378;40
1406;Скорците;5350;NULL;66857;40
1407;Койчовци;5350;NULL;37890;40
1408;Малчовци;5367;NULL;46869;40
1409;Велчовци;5367;NULL;10570;40
1410;Томчевци;5365;NULL;72669;40
1411;Генчовци;5350;NULL;56304;40
1412;Дончовци;5350;NULL;22993;40
1413;Драгневци;5360;NULL;23279;40
1414;Бърдарите;5360;NULL;07404;40
1415;Матешовци;5350;NULL;47456;40
1416;Пържиграх;5365;NULL;59104;40
1417;Кисийците;5365;NULL;36991;40
1418;Стайновци;5350;NULL;68624;40
1419;Дъскарите;5363;NULL;24671;40
1420;Ябълковци;5350;NULL;87081;40
1421;Войниците;5350;NULL;11956;40
1422;Черновръх;5365;NULL;81058;40
1423;Николаево;5350;NULL;51603;40
1424;Власатили;5367;NULL;11541;40
1425;Креслювци;5367;NULL;39685;40
1426;Христовци;5365;NULL;77459;40
1427;Плачковци;5360;06778;56719;40
1428;Никачковци;5369;NULL;51562;40
1429;Конарското;5364;NULL;38234;40
1430;Киселковци;5360;NULL;36988;40
1431;Брежниците;5360;NULL;06241;40
1432;Иван Димов;5363;NULL;32041;40
1433;Драндарите;5363;NULL;23594;40
1434;Тодореците;5350;NULL;72535;40
1435;Глутниците;5363;NULL;15196;40
1436;Колю Ганев;5350;NULL;38090;40
1437;Недялковци;5350;NULL;51370;40
1438;Армянковци;5363;NULL;00641;40
1439;Попгергевци;5369;NULL;57546;40
1440;Сечен камък;5360;NULL;66344;40
1441;Станчов хан;5367;067774;68823;40
1442;Райнушковци;5363;067774;61916;40
1443;Попрайковци;5365;NULL;57707;40
1444;Маруцековци;5360;NULL;47384;40
1445;Кръстеняците;5350;NULL;40350;40
1446;Долни Маренци;5360;NULL;22441;40
1447;Горни Маренци;5360;NULL;16585;40
1448;Горни Цоневци;5360;NULL;16643;40
1449;Долни Радковци;5360;NULL;22486;40
1450;Долни Томчевци;5350;NULL;22527;40
1451;Горни Радковци;5360;NULL;16609;40
1452;Малки Станчовци;5365;NULL;46512;40
1453;Горни Дамяновци;5367;NULL;16506;40
1454;Големи Станчовци;5365;NULL;15480;40
1455;Лоза;5347;06713;44015;40
1456;Музга;5475;06712;49299;40
1457;Чавеи;5345;06714;80056;40
1458;Живко;5344;06711;29324;40
1459;Поток;5300;NULL;59327;40
1460;Солари;5300;067194;67996;40
1461;Попари;5343;NULL;57532;40
1462;Карали;5343;03717;36292;40
1463;Шарани;5300;067194;83034;40
1464;Баевци;5300;NULL;02207;40
1465;Киевци;5345;066;36823;40
1466;Гарван;5345;06714;14533;40
1467;Гъбене;5473;06712;18215;40
1468;Дивеци;5345;06714;20969;40
1469;Малини;5300;066;46365;40
1470;Иглика;5343;06717;32233;40
1471;Донино;5342;06710;22959;40
1472;Борики;5300;NULL;05400;40
1473;Спанци;5344;06177;68165;40
1474;Яворец;5449;067392;87120;40
1475;Жълтеш;5335;06716;29547;40
1476;Малуша;5300;NULL;49655;40
1477;Гергини;5346;06714;14814;40
1478;Гледаци;5345;06714;15059;40
1479;Междени;5343;NULL;47706;40
1480;Бобевци;5300;067194;04488;40
1481;Ангелов;5342;NULL;00456;40
1482;Стоевци;6928;NULL;69287;40
1483;Рачевци;5345;06714;62253;40
1484;Гайкини;5300;NULL;14324;40
1485;Бялково;5344;06711;07795;40
1486;Чарково;5300;NULL;81904;40
1487;Иванили;5300;067194;32069;40
1488;Ясените;5300;NULL;87607;40
1489;Думници;5300;066;24854;40
1490;Узуните;5343;NULL;75099;40
1491;Трънито;5339;NULL;73290;40
1492;Пейовци;5345;NULL;55717;40
1493;Янковци;5345;06713;87432;40
1494;Орловци;5340;NULL;53948;40
1495;Геновци;5300;NULL;14742;40
1496;Поповци;5345;06714;57675;40
1497;Раховци;5343;06717;62245;40
1498;Пецовци;5345;06714;56229;40
1499;Габрово;5300;066;14218;40
1500;Езерото;5300;NULL;27677;40
1501;Ветрово;5300;06711;10896;40
1502;Болтата;5340;NULL;05267;40
1503;Мрахори;5345;06714;49237;40
1504;Прахали;5345;06714;58102;40
1505;Бойчета;5300;09513;07908;40
1506;Баланите;5300;066;02347;40
1507;Врабците;5341;NULL;12111;40
1508;Фърговци;5300;NULL;76217;40
1509;Камещица;5476;06712;35986;40
1510;Армените;5348;06713;00638;40
1511;Кози рог;5338;06711;37722;40
1512;Чукилите;5300;066;81685;40
1513;Рязковци;5300;066;63690;40
1514;Сейковци;5344;06711;66007;40
1515;Велковци;5343;06717;10536;40
1516;Милковци;5345;06714;48235;40
1517;Банковци;5300;067194;02631;40
1518;Пенковци;5474;03672;55796;40
1519;Мичковци;5343;NULL;48605;40
1520;Смиловци;5477;06712;67533;40
1521;Райновци;5347;067774;61902;40
1522;Бойновци;5300;NULL;05219;40
1523;Черневци;5349;067193;80889;40
1524;Източник;5300;NULL;32582;40
1525;Бекриите;5300;NULL;03246;40
1526;Петровци;5347;06713;56191;40
1527;Спасовци;5340;NULL;68210;40
1528;Борското;5478;06712;05668;40
1529;Златевци;5345;06714;30973;40
1530;Кметчета;5343;NULL;37366;40
1531;Кметовци;5340;067193;37352;40
1532;Пъртевци;5300;NULL;59135;40
1533;Влаховци;5349;NULL;11586;40
1534;Руйчовци;5300;NULL;63296;40
1535;Калчовци;5340;NULL;35626;40
1536;Генчовци;5300;NULL;14756;40
1537;Парчовци;5344;06711;55498;40
1538;Овощарци;5340;NULL;53151;40
1539;Новаковци;5479;06718;51843;40
1540;Читаковци;5300;06711;81431;40
1541;Гръблевци;5300;067194;17991;40
1542;Драгомани;5343;NULL;23412;40
1543;Драгиевци;5481;06718;23203;40
1544;Дебел дял;5341;06712;20225;40
1545;Боженците;5349;067193;04964;40
1546;Балиновци;5343;NULL;02419;40
1547;Колишовци;5343;NULL;38060;40
1548;Лесичарка;5343;06717;43339;40
1549;Влайчовци;5344;06711;11524;40
1550;Стойковци;5300;NULL;70768;40
1551;Стойчовци;5343;NULL;69403;40
1552;Мечковица;5300;NULL;47994;40
1553;Джумриите;5343;NULL;20852;40
1554;Иванковци;5340;NULL;32072;40
1555;Брънеците;5342;NULL;06642;40
1556;Тодорчета;5343;06717;81637;40
1557;Тодоровци;5300;NULL;72597;40
1558;Гайтаните;5345;06714;14355;40
1559;Цвятковци;5340;067193;78302;40
1560;Стефаново;5300;NULL;69211;40
1561;Шипчените;5344;06711;83260;40
1562;Харачерите;5340;067193;77164;40
1563;Здравковец;5344;06711;30661;40
1564;Михайловци;5347;06713;48516;40
1565;Драгановци;5480;06718;23159;40
1566;Продановци;5300;NULL;59300;40
1567;Редешковци;5340;NULL;62400;40
1568;Вълков дол;5340;NULL;12454;40
1569;Враниловци;5347;06713;12168;40
1570;Съботковци;5340;067193;70442;40
1571;Николчовци;5345;06714;51715;40
1572;Беломъжите;5340;NULL;03650;40
1573;Моровеците;5300;NULL;49062;40
1574;Копчелиите;5342;NULL;38577;40
1575;Седянковци;5300;067194;65989;40
1576;Торбалъжите;5300;06716;72878;40
1577;Богданчовци;5300;NULL;04683;40
1578;Семерджиите;5340;NULL;66161;40
1579;Стоманеците;5300;NULL;69479;40
1580;Трапесковци;5349;067193;72998;40
1581;Старилковци;5343;NULL;68919;40
1582;Костадините;5300;NULL;38813;40
1583;Костенковци;5343;06717;38920;40
1584;Драганчетата;5300;06716;23185;40
1585;Зелено дърво;5337;066;30764;40
1586;Червена локва;5300;066;81918;40
1587;Свинарски дол;5300;NULL;65680;40
1588;Горнова могила;5300;NULL;16715;40
1589;Зая;5398;06727;30418;40
1590;Доча;5380;06723;23042;40
1591;Геша;5376;0676;14859;40
1592;Геня;5397;NULL;14762;40
1593;Руня;5399;06727;63330;40
1594;Буря;5425;06728;07082;40
1595;Ритя;5370;NULL;62726;40
1596;Муця;5370;NULL;49463;40
1597;Кукля;5370;NULL;40470;40
1598;Пейна;5370;NULL;55703;40
1599;Гърня;5370;NULL;18397;40
1600;Шушня;5380;NULL;83555;40
1601;Маноя;5393;06722;47127;40
1602;Искра;5384;06723;32812;40
1603;Янтра;5344;06724;87463;40
1604;Дурча;5380;NULL;24133;40
1605;Пърша;5380;NULL;59152;40
1606;Банари;5370;NULL;02556;40
1607;Длъгня;5387;06722;21261;40
1608;Керека;5388;06720;36751;40
1609;Станча;5380;NULL;68816;40
1610;Крънча;5370;0676;40316;40
1611;Чуково;5378;06720;81726;40
1612;Плачка;5370;NULL;56705;40
1613;Глушка;5379;NULL;15223;40
1614;Балалея;5370;NULL;02333;40
1615;Косарка;5394;06722;38710;40
1616;Косилка;5380;NULL;38741;40
1617;Билкини;5370;NULL;04068;40
1618;Скалско;5386;06726;66768;40
1619;Дряново;5370;0676;23947;40
1620;Радовци;5382;06723;61529;40
1621;Каломен;5388;NULL;35465;40
1622;Сяровци;5380;06723;70696;40
1623;Саласука;5397;06727;65162;40
1624;Куманите;5380;NULL;40587;40
1625;Гоздейка;5396;06722;15357;40
1626;Туркинча;5389;06722;73465;40
1627;Петковци;5370;NULL;56023;40
1628;Еленците;5388;NULL;27276;40
1629;Соколово;5392;06722;67934;40
1630;Джуровци;5380;NULL;20907;40
1631;Нейчовци;5380;NULL;51439;40
1632;Ганчовец;5397;06727;14458;40
1633;Денчевци;5377;06720;20660;40
1634;Раданчето;5370;NULL;61296;40
1635;Игнатовци;5370;NULL;32319;40
1636;Русиновци;5380;NULL;63447;40
1637;Добрените;5380;NULL;21395;40
1638;Къртипъня;5380;NULL;40960;40
1639;Гостилица;5390;06725;17350;40
1640;Бучуковци;5380;NULL;07185;40
1641;Караиванца;5385;06726;36261;40
1642;Славейково;5391;06725;66977;40
1643;Балванците;5388;NULL;02378;40
1644;Сухолоевци;5380;NULL;70367;40
1645;Катранджии;5395;06722;36628;40
1646;Царева ливада;5380;06723;12677;40
1647;Долни Върпища;5380;06723;22352;40
1648;Горни Върпища;5380;06723;16479;40
1649;Долни Драгойча;5380;06723;22397;40
1650;Горни Драгойча;5380;03723;16523;40
1651;Малки Българени;5370;NULL;46485;40
1652;Големи Българени;5370;NULL;15463;40
1653;Змеево;9643;05724;31245;40
1654;Църква;9631;0579;78639;40
1655;Ляхово;9617;NULL;44882;40
1656;Дропла;9641;05724;23769;40
1657;Преспа;9635;NULL;58270;40
1658;Балчик;9600;0579;02508;40
1659;Карвуна;9619;058;36453;40
1660;Гурково;9644;05723;18160;40
1661;Кремена;9639;05724;39623;40
1662;Кранево;9649;0579;39459;40
1663;Бобовец;9616;NULL;04515;40
1664;Сенокос;9634;05727;66250;40
1665;Дъбрава;9638;05727;24387;40
1666;Рогачево;9632;0579;62788;40
1667;Стражица;9615;0579;69643;40
1668;Храброво;9618;0579;77390;40
1669;Тригорци;9645;05723;73095;40
1670;Царичино;9614;05726;48982;40
1671;Соколово;6795;05728;67951;40
1672;Оброчище;9630;0579;53120;40
1673;Брястово;9647;NULL;06793;40
1674;Безводица;9637;0579;03174;40
1675;Сноп;9557;057307;67756;40
1676;Узово;9554;05739;75068;40
1677;Росен;9537;05735;63046;40
1678;Житен;9555;057307;29444;40
1679;Конаре;9548;05736;38217;40
1680;Кардам;9530;05733;36467;40
1681;Краище;9535;05735;39284;40
1682;Калина;9544;05736;35393;40
1683;Малина;9559;05734;46351;40
1684;Горица;9558;05734;18575;40
1685;Росица;9540;057305;63094;40
1686;Равнец;9523;057304;61159;40
1687;Вичово;9563;05738;11329;40
1688;Зограф;9553;05739;31303;40
1689;Красен;9534;05735;39534;40
1690;Присад;9524;05731;58414;40
1691;Снягово;9533;05733;67773;40
1692;Градини;9552;057307;17511;40
1693;Средина;9545;05736;68326;40
1694;Йовково;9531;05733;34045;40
1695;Лозница;9541;057305;44179;40
1696;Сърнино;9562;05738;70634;40
1697;Дъбовик;9553;057304;24339;40
1698;Спасово;9561;05738;68196;40
1699;Бежаново;9567;05738;03157;40
1700;Огражден;9529;05733;53391;40
1701;Сираково;9564;05738;66620;40
1702;Писарово;9527;05737;56509;40
1703;Великово;9547;05736;10422;40
1704;Къпиново;9528;057302;40885;40
1705;Василево;9543;05736;10183;40
1706;Балканци;9549;05736;02484;40
1707;Пленимир;9522;05732;56736;40
1708;Изворово;9538;057306;32467;40
1709;Рогозина;9560;057308;62829;40
1710;Люляково;9525;05737;44714;40
1711;Пчеларово;9550;05739;58832;40
1712;Петлешково;9521;05732;56040;40
1713;Чернооково;9532;057308;81219;40
1714;Преселенци;9558;05734;58181;40
1715;Генерал-Тошево;9500;05731;14711;40
1717;Добрич;9300;058;72624;40
1718;Енево;9389;05714;27468;40
1719;Камен;9425;05767;35674;40
1720;Алцек;9496;05769;00429;40
1721;Черна;9417;05776;80769;40
1722;Богдан;9348;05719;04580;40
1723;Победа;9372;05710;21083;40
1724;Тянево;9429;05767;73818;40
1725;Стожер;9350;05712;69300;40
1726;Долина;9358;05768;21957;40
1727;Прилеп;9352;05761;58339;40
1728;Опанец;9347;05719;53597;40
1729;Бдинци;9381;05764;03040;40
1730;Медово;9388;05782;47679;40
1731;Батово;9364;05761;02871;40
1732;Хитово;9494;05769;77284;40
1733;Одърци;9362;05761;53450;40
1734;Златия;9385;05718;31067;40
1735;Свобода;9398;05781;65824;40
1736;Царевец;9367;05762;78152;40
1737;Одринци;9357;05768;53432;40
1738;Лясково;9428;NULL;43431;40
1739;Пчелник;9427;05767;58935;40
1740;Пчелино;9363;05713;58880;40
1741;Бранище;9361;05763;06104;40
1742;Ломница;9397;05711;44272;40
1743;Житница;9424;05767;29489;40
1744;Дебрене;9353;05712;20359;40
1745;Добрево;9399;05781;21350;40
1746;Ведрина;9355;05717;10307;40
1747;Подслон;9391;05714;57087;40
1748;Дончево;9354;05719;22988;40
1749;Овчарово;9395;05711;53210;40
1750;Гешаново;9393;05714;14862;40
1751;Славеево;9366;05713;66946;40
1752;Сливенци;9395;05711;70812;40
1753;Росеново;9369;05760;63063;40
1754;Смолница;9383;05718;67622;40
1755;Котленци;9374;05783;39061;40
1756;Приморци;9776;05763;58360;40
1757;Воднянци;9495;05769;11781;40
1758;Дряновец;9392;NULL;23933;40
1759;Соколник;9351;05712;67917;40
1760;Божурово;9368;05760;05061;40
1761;Плачидол;9365;05763;56695;40
1762;Врачанци;9345;05784;12262;40
1763;Ловчанци;9430;05765;43997;40
1764;Карапелит;9390;05714;36419;40
1765;Драганово;9349;05719;23128;40
1766;Крагулево;9418;05776;39242;40
1767;Бенковски;9380;05782;03860;40
1768;Паскалево;9370;05716;55511;40
1769;Методиево;9375;05766;47901;40
1770;Вратарите;9382;05764;12231;40
1771;Самуилово;9384;NULL;00374;40
1772;Стефаново;9360;05713;69242;40
1773;Козлодуйци;9387;05718;37808;40
1774;Миладиновци;9431;05765;48088;40
1775;Владимирово;9379;05764;11421;40
1776;Ново Ботево;9356;05717;52038;40
1777;Попгригорово;9377;05715;57550;40
1778;Орлова могила;9359;05717;53881;40
1779;Генерал-Колево;9373;05766;14684;40
1780;Малка Смолница;9386;05718;46454;40
1781;Стефан Караджа;9371;05762;69198;40
1782;Фелдфебел-Дянково;9394;05714;76064;40
1783;Полковник-Иваново;9432;05765;68103;40
1784;Полковник-Минково;9372;05710;59402;40
1785;Полковник-Свещарово;9378;05783;57279;40
1786;Било;9691;NULL;04090;40
1787;Видно;9668;05745;11003;40
1788;Селце;9655;0570;66113;40
1789;Белгун;9690;05746;03318;40
1790;Топола;9654;0570;72693;40
1791;Крупен;9667;05745;40049;40
1792;Иречек;9666;05745;32768;40
1793;Каварна;9650;0570;35064;40
1794;Травник;9694;NULL;72936;40
1795;Нейково;9692;05746;51408;40
1796;Вранино;9663;05745;12173;40
1797;Божурец;9656;0570;05009;40
1798;Могилище;9665;05745;48828;40
1799;Раковски;9659;05742;62092;40
1800;Българево;9660;05744;07257;40
1801;Камен бряг;9661;05744;35746;40
1802;Челопечене;9664;05745;80340;40
1803;Свети Никола;9662;05744;65543;40
1804;Септемврийци;9693;05746;66281;40
1805;Хаджи Димитър;9657;05742;77044;40
1806;Поручик-Чунчево;9658;05742;57861;40
1807;Габер;9419;NULL;14043;40
1808;Абрит;9407;NULL;00031;40
1809;Добрин;9402;05775;21470;40
1810;Северци;9415;05773;65913;40
1811;Лозенец;9414;05773;44104;40
1812;Телериг;9420;05772;72196;40
1813;Земенци;9411;05771;30781;40
1814;Коритен;9403;05774;38618;40
1815;Зимница;9421;05772;30884;40
1816;Загорци;9413;05771;30185;40
1817;Бистрец;9412;05771;04193;40
1818;Крушари;9410;05771;40097;40
1819;Северняк;9405;NULL;65906;40
1820;Огняново;9423;NULL;53357;40
1821;Александрия;9404;05774;00268;40
1822;Полковник-Дяково;9401;05775;57234;40
1823;Ефрейтор-Бакалово;9422;05772;27656;40
1824;Капитан-Димитрово;9408;05774;36138;40
1825;Поручик-Кърджиево;9409;NULL;57858;40
1826;Божан;9475;05756;04916;40
1827;Балик;9485;05755;02405;40
1828;Орляк;9490;05753;53953;40
1829;Тервел;9450;05751;72271;40
1830;Оногур;9486;05755;53549;40
1831;Бонево;9472;05751;05342;40
1832;Гуслар;9479;05757;18191;40
1833;Безмер;9480;05757;03215;40
1834;Кочмар;9477;05759;39127;40
1835;Сърнец;9482;05755;70617;40
1836;Коларци;9481;05755;38025;40
1837;Зърнево;9491;05754;31396;40
1838;Главанци;9499;05758;14982;40
1839;Кладенци;9497;05758;37157;40
1840;Градница;9498;05758;17590;40
1841;Жегларци;9492;05753;29035;40
1842;Попгруево;9478;05756;57563;40
1843;Ангеларий;9483;05755;00432;40
1844;Войниково;9473;NULL;11911;40
1845;Брестница;9484;05755;06464;40
1846;Мали извор;9474;05757;46334;40
1847;Каблешково;9488;05750;35050;40
1848;Нова Камена;9493;05752;51812;40
1849;Честименско;9469;05751;81270;40
1850;Полковник-Савово;9471;05751;57265;40
1851;Професор Златарски;9487;05751;58685;40
1852;Смин;9679;05747;67550;40
1853;Шабла;9680;05743;83017;40
1854;Горун;9689;05743;17275;40
1855;Пролез;9685;05740;58596;40
1856;Крапец;9674;05749;39493;40
1857;Езерец;9687;05743;27108;40
1858;Стаевци;9673;05748;68610;40
1859;Ваклино;9672;05747;10032;40
1860;Божаново;9677;05747;04927;40
1861;Тюленово;9684;05743;73780;40
1862;Горичане;9688;05740;16095;40
1863;Граничар;9669;05748;17782;40
1864;Твърдица;9675;05747;72179;40
1865;Дуранкулак;9670;05748;24102;40
1866;Черноморци;9678;05747;81181;40
1867;Захари-Стояново;9671;05748;30394;40
1868;Мак;6784;NULL;46156;40
1869;Търна;6778;NULL;73897;40
1870;Искра;6781;03653;32946;40
1871;Левци;6781;NULL;44896;40
1872;Мусево;6774;03652;49401;40
1873;Башево;6777;03655;02991;40
1874;Брезен;6792;03656;77116;40
1875;Любино;6796;NULL;44584;40
1876;Падина;6771;03658;55124;40
1877;Дедино;6779;03655;24880;40
1878;Ардино;6750;03651;00607;40
1879;Ленище;6783;03654;43270;40
1880;Сухово;6794;03656;70319;40
1881;Паспал;6776;03652;55525;40
1882;Синчец;6785;03654;66562;40
1883;Рибарци;6790;NULL;54260;40
1884;Гърбище;6760;03651;18321;40
1885;Главник;6789;03657;18544;40
1886;Латинка;6767;03651;43164;40
1887;Сполука;6799;NULL;68240;40
1888;Хромица;6782;03653;77487;40
1889;Китница;6791;03656;37085;40
1890;Срънско;6775;03652;68597;40
1891;Дядовци;6764;03651;24788;40
1892;Еньовче;6788;03657;27543;40
1893;Чубрика;6786;03654;81596;40
1894;Жълтуша;6789;03657;29605;40
1895;Млечино;6781;03653;48756;40
1896;Байчево;6771;NULL;07898;40
1897;Богатино;6781;03653;07925;40
1898;Аврамово;6797;NULL;00062;40
1899;Русалско;6795;NULL;63402;40
1900;Теменуга;6759;03651;47809;40
1901;Седларци;6789;03675;70771;40
1902;Песнопой;6798;03652;55912;40
1903;Родопско;6762;03651;62894;40
1904;Голобрад;6793;03655;15607;40
1905;Боровица;6790;03656;80176;40
1906;Дойранци;6799;NULL;21806;40
1907;Светулка;6768;03651;65646;40
1908;Кроячево;6766;03651;39952;40
1909;Стояново;6773;0352;69518;40
1910;Ахрянско;6761;03651;00864;40
1911;Бял извор;6770;03652;07747;40
1912;Правдолюб;6765;03651;58013;40
1913;Ябълковец;6787;03651;87059;40
1914;Чернигово;6778;NULL;80964;40
1915;Диамандово;6772;03652;20924;40
1916;Стар читак;6792;NULL;69122;40
1917;Бистроглед;6769;03651;04248;40
1918;Търносливка;6763;03651;73732;40
1919;Червена скала;6781;08115;81921;40
1920;Долно Прахово;6779;03655;22784;40
1921;Горно Прахово;6780;03655;16910;40
1922;Рът;6850;03633;63611;40
1923;Лебед;6859;03634;43178;40
1924;Сипец;6840;03632;70809;40
1925;Ямино;6854;03632;87388;40
1926;Щерна;6842;03632;84019;40
1927;Джебел;6850;03632;20746;40
1928;Овчево;6846;NULL;53271;40
1929;Ридино;6849;03633;62654;40
1930;Козица;6848;03633;37736;40
1931;Поточе;6850;NULL;57947;40
1932;Припек;6858;03634;58387;40
1933;Модрен;6840;NULL;68151;40
1934;Папрат;6851;03632;55436;40
1935;Устрен;6853;03638;75201;40
1936;Контил;6841;03634;38371;40
1937;Албанци;6850;NULL;00206;40
1938;Чакалци;6850;03632;80128;40
1939;Подвръх;6850;03632;56976;40
1940;Черешка;6841;03632;81935;40
1941;Брежана;6843;NULL;07939;40
1942;Плазище;6850;03632;56589;40
1943;Софийци;6850;NULL;68120;40
1944;Илийско;6845;NULL;32634;40
1945;Скалина;6846;NULL;66723;40
1946;Рогозче;6845;03633;62846;40
1947;Жълтика;6842;NULL;29619;40
1948;Цвятово;6850;03632;78313;40
1949;Купците;6839;NULL;40676;40
